ds,y
2021-12-17,0.176559
2021-12-18,0.174874
2021-12-19,0.174378
2021-12-20,0.170833
2021-12-21,0.17234
2021-12-22,0.179585
2021-12-23,0.184522
2021-12-24,0.19529
2021-12-25,0.194876
2021-12-26,0.192546
2021-12-27,0.192923
2021-12-28,0.187885
2021-12-29,0.177339
2021-12-30,0.175771
2021-12-31,0.175294
2022-01-01,0.173423
2022-01-02,0.175989
2022-01-03,0.174406
2022-01-04,0.172339
2022-01-05,0.170747
2022-01-06,0.161706
2022-01-07,0.160295
2022-01-08,0.157725
2022-01-09,0.153742
2022-01-10,0.152135
2022-01-11,0.164621
2022-01-12,0.161652
2022-01-13,0.174792
2022-01-14,0.203232
2022-01-15,0.1936
2022-01-16,0.185093
2022-01-17,0.177872
2022-01-18,0.173651
